"db" "query" "genus" "order" "family" "class" "phylum" "Organism"
"ncbi" "Sphaerobacter thermophilus DSM 20745" "Sphaerobacter" "Sphaerobacterales" "Sphaerobacteraceae" "Thermomicrobia" "Chloroflexi" "Sphaerobacter thermophilus DSM 20745"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Sorangium cellulosum" "Sorangium" "Myxococcales" "Polyangiaceae" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Planctomycetes bacterium GWF2_50_10" NA NA NA NA "Planctomycetes" "Planctomycetes bacterium GWF2_50_10"
"ncbi" "Actinobacteria bacterium DSM 45722" NA NA NA "Actinobacteria" "Actinobacteria" "Actinobacteria bacterium DSM 45722"
"ncbi" "Methylosinus sp. 3S-1" "Methylosinus" "Rhizobiales" "Methylocystaceae" "Alphaproteobacteria" "Proteobacteria" "Methylosinus sp. 3S-1"
"ncbi" "Thermoanaerobaculum aquaticum" "Thermoanaerobaculum" NA NA NA "Acidobacteria" "Thermoanaerobaculum aquaticum"
"ncbi" "Omnitrophica bacterium RIFOXYB12_FULL_50_7" NA NA NA NA "Candidatus Omnitrophica" "Omnitrophica bacterium RIFOXYB12_FULL_50_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11" NA "Bdellovibrionales" NA "Deltaproteobacteria" "Proteobacteria" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11"
"ncbi" "Anaerolineae bacterium CG2_30_57_67" NA NA NA "Anaerolineae" "Chloroflexi" "Anaerolineae bacterium CG2_30_57_67"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Terriglobus saanensis SP1PR4" "Terriglobus" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Terriglobus saanensis SP1PR4"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Moorella mulderi DSM 14980" "Moorella" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Clostridia" "Firmicutes" "Moorella mulderi DSM 14980"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28"
"ncbi" "Streptomyces sp. NRRL F-4711" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. NRRL F-4711"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Candidatus Propionivibrio aalborgensis" "Propionivibrio" "Rhodocyclales" "Rhodocyclaceae" "Betaproteobacteria" "Proteobacteria" "Candidatus Propionivibrio aalborgensis"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA NA NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Solirubrobacterales" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "Nitrospirae bacterium GWD2_57_9" NA NA NA NA "Nitrospirae" "Nitrospirae bacterium GWD2_57_9"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Methylocella silvestris BL2" "Methylocella" "Rhizobiales" "Beijerinckiaceae" "Alphaproteobacteria" "Proteobacteria" "Methylocella silvestris BL2"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Solirubrobacterales" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Solirubrobacterales" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Acidobacteria bacterium SCN 69-37" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium SCN 69-37"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Myxococcales" "Anaeromyxobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "mine drainage metagenome" NA NA NA NA NA "mine drainage metagenome"
"ncbi" "Terriglobus saanensis SP1PR4" "Terriglobus" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Terriglobus saanensis SP1PR4"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11" NA "Bdellovibrionales" NA "Deltaproteobacteria" "Proteobacteria" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11"
"ncbi" "Thiobacillus sp. 65-69" "Thiobacillus" "Nitrosomonadales" "Thiobacillaceae" "Betaproteobacteria" "Proteobacteria" "Thiobacillus sp. 65-69"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" NA NA NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49"
"ncbi" "Verrucomicrobia bacterium SCN 57-15" NA NA NA NA "Verrucomicrobia" "Verrucomicrobia bacterium SCN 57-15"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Myxococcales" "Anaeromyxobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Armatimonadetes bacterium RBG_16_67_12" NA NA NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_67_12"
"ncbi" "Mycobacterium vulneris" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium vulneris"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Solirubrobacterales" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11" NA NA NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Rhodospirillales" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21" NA NA NA NA "Candidatus Dadabacteria" "Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Verrucomicrobia bacterium SCN 57-15" NA NA NA NA "Verrucomicrobia" "Verrucomicrobia bacterium SCN 57-15"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA NA NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30" NA NA NA NA "Candidatus Aminicenantes" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30"
"ncbi" "Clostridia bacterium 62_21" NA NA NA "Clostridia" "Firmicutes" "Clostridia bacterium 62_21"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Rhodospirillales" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Mycobacterium kansasii" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium kansasii"
"ncbi" "Planctomycetes bacterium RBG_13_63_9" NA NA NA NA "Planctomycetes" "Planctomycetes bacterium RBG_13_63_9"
"ncbi" "Dehalococcoidia bacterium SM23_28_1" NA NA NA "Dehalococcoidia" "Chloroflexi" "Dehalococcoidia bacterium SM23_28_1"
"ncbi" "Actinomadura sp. CNU-125" "Actinomadura" "Streptosporangiales" "Thermomonosporaceae" "Actinobacteria" "Actinobacteria" "Actinomadura sp. CNU-125"
"ncbi" "Streptomyces sp. NRRL F-5755" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. NRRL F-5755"
"ncbi" "Mycobacterium kansasii" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium kansasii"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Vulgatibacter incomptus" "Vulgatibacter" "Myxococcales" "Vulgatibacteraceae" "Deltaproteobacteria" "Proteobacteria" "Vulgatibacter incomptus"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Streptomyces sp. AcH 505" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. AcH 505"
"ncbi" "Nocardioides sp. Root122" "Nocardioides" "Propionibacteriales" "Nocardioidaceae" "Actinobacteria" "Actinobacteria" "Nocardioides sp. Root122"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Rhodospirillales" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "miscellaneous Crenarchaeota group archaeon SMTZ-80" NA NA NA NA "Candidatus Bathyarchaeota" "miscellaneous Crenarchaeota group archaeon SMTZ-80"
"ncbi" "Chlorobaculum limnaeum" "Chlorobaculum" "Chlorobiales" "Chlorobiaceae" "Chlorobia" "Chlorobi" "Chlorobaculum limnaeum"
"ncbi" "Elusimicrobia bacterium RIFCSPLOWO2_12_FULL_59_9" NA NA NA NA "Elusimicrobia" "Elusimicrobia bacterium RIFCSPLOWO2_12_FULL_59_9"
"ncbi" "Gemmatimonas sp. SG8_28" "Gemmatimonas" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonas sp. SG8_28"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "mine drainage metagenome" NA NA NA NA NA "mine drainage metagenome"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Myxococcales" "Anaeromyxobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Myxococcales" "Anaeromyxobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Solirubrobacterales" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "candidate division Zixibacteria bacterium RBG_16_53_22" NA NA NA NA "candidate division Zixibacteria" "candidate division Zixibacteria bacterium RBG_16_53_22"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Planctomycetes bacterium RBG_13_63_9" NA NA NA NA "Planctomycetes" "Planctomycetes bacterium RBG_13_63_9"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Myxococcales" "Anaeromyxobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Sphaerobacter thermophilus DSM 20745" "Sphaerobacter" "Sphaerobacterales" "Sphaerobacteraceae" "Thermomicrobia" "Chloroflexi" "Sphaerobacter thermophilus DSM 20745"
"ncbi" "miscellaneous Crenarchaeota group archaeon SMTZ-80" NA NA NA NA "Candidatus Bathyarchaeota" "miscellaneous Crenarchaeota group archaeon SMTZ-80"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" NA NA NA NA "Candidatus Handelsmanbacteria" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10"
"ncbi" "Sulfurifustis variabilis" "Sulfurifustis" "Acidiferrobacterales" "Acidiferrobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Sulfurifustis variabilis"
"ncbi" "Actinomadura sp. CNU-125" "Actinomadura" "Streptosporangiales" "Thermomonosporaceae" "Actinobacteria" "Actinobacteria" "Actinomadura sp. CNU-125"
"ncbi" "Sorangium cellulosum" "Sorangium" "Myxococcales" "Polyangiaceae" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Verrucomicrobia bacterium SCN 57-15" NA NA NA NA "Verrucomicrobia" "Verrucomicrobia bacterium SCN 57-15"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Myxococcales" "Anaeromyxobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Mycobacterium abscessus subsp. abscessus" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium abscessus subsp. abscessus"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacillales" "Alicyclobacillaceae" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Bacillus cereus Rock3-44" "Bacillus" "Bacillales" "Bacillaceae" "Bacilli" "Firmicutes" "Bacillus cereus Rock3-44"
"ncbi" "Streptomyces cattleya NRRL 8057 = DSM 46488" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces cattleya NRRL 8057 = DSM 46488"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Rhodospirillales" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Bradyrhizobium sp. Leaf396" "Bradyrhizobium" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Leaf396"
"ncbi" "Acidocella sp. MX-AZ02" "Acidocella" "Rhodospirillales" "Acetobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Acidocella sp. MX-AZ02"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA NA NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Candidatus Methylomirabilis oxyfera" "Candidatus Methylomirabilis" NA NA NA "candidate division NC10" "Candidatus Methylomirabilis oxyfera"
"ncbi" "Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21" NA NA NA "Ignavibacteria" "Ignavibacteriae" "Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Bacillus sp. 1NLA3E" "Bacillus" "Bacillales" "Bacillaceae" "Bacilli" "Firmicutes" "Bacillus sp. 1NLA3E"
"ncbi" "Rhodanobacter sp. Root627" "Rhodanobacter" "Xanthomonadales" "Rhodanobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. Root627"
"ncbi" "Verrucomicrobia bacterium 61-8" NA NA NA NA "Verrucomicrobia" "Verrucomicrobia bacterium 61-8"
"ncbi" "Acidomyces richmondensis" "Acidomyces" NA NA "Dothideomycetes" "Ascomycota" "Acidomyces richmondensis"
"ncbi" "miscellaneous Crenarchaeota group archaeon SMTZ-80" NA NA NA NA "Candidatus Bathyarchaeota" "miscellaneous Crenarchaeota group archaeon SMTZ-80"
"ncbi" "Nitrospirae bacterium RBG_19FT_COMBO_58_9" NA NA NA NA "Nitrospirae" "Nitrospirae bacterium RBG_19FT_COMBO_58_9"
"ncbi" "Ignavibacteria bacterium GWA2_55_11" NA NA NA "Ignavibacteria" "Ignavibacteriae" "Ignavibacteria bacterium GWA2_55_11"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Mycobacterium kansasii" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium kansasii"
"ncbi" "Acidobacteria bacterium SCN 69-37" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium SCN 69-37"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Mycobacterium sp. 852002-51163_SCH5372311" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 852002-51163_SCH5372311"
