"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Chloroflexi bacterium RBG_13_66_10" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_13_66_10"
"ncbi" "Armatimonadetes bacterium RBG_16_58_9" NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_58_9"
"ncbi" "Nitrospirae bacterium 13_1_40CM_4_62_6" NA NA "Nitrospirae" "Nitrospirae bacterium 13_1_40CM_4_62_6"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28"
"ncbi" "Aspergillus lentulus" "Aspergillus" "Eurotiomycetes" "Ascomycota" "Aspergillus lentulus"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Leptolyngbya valderiana BDU 20041" "Leptolyngbya" NA "Cyanobacteria" "Leptolyngbya valderiana BDU 20041"
"ncbi" "Verrucomicrobia bacterium SCN 57-15" NA NA "Verrucomicrobia" "Verrucomicrobia bacterium SCN 57-15"
"ncbi" "Chloroflexi bacterium 44-23" NA NA "Chloroflexi" "Chloroflexi bacterium 44-23"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30" NA NA "Candidatus Aminicenantes" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30"
"ncbi" "Planctomycetes bacterium GWF2_50_10" NA NA "Planctomycetes" "Planctomycetes bacterium GWF2_50_10"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Agrobacterium sp. D14" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria" "Agrobacterium sp. D14"
"ncbi" "Nitrobacter hamburgensis X14" "Nitrobacter" "Alphaproteobacteria" "Proteobacteria" "Nitrobacter hamburgensis X14"
"ncbi" "Hyphomicrobium sp. SCN 65-11" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria" "Hyphomicrobium sp. SCN 65-11"
"ncbi" "Tardiphaga sp. Vaf07" "Tardiphaga" "Alphaproteobacteria" "Proteobacteria" "Tardiphaga sp. Vaf07"
"ncbi" "Mesorhizobium alhagi CCNWXJ12-2" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium alhagi CCNWXJ12-2"
"ncbi" "Microvirga sp. V5/3M" "Microvirga" "Alphaproteobacteria" "Proteobacteria" "Microvirga sp. V5/3M"
"ncbi" "Oceanibaculum indicum P24" "Oceanibaculum" "Alphaproteobacteria" "Proteobacteria" "Oceanibaculum indicum P24"
"ncbi" "Pseudomonas aeruginosa" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas aeruginosa"
"ncbi" "Paraburkholderia phenazinium" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Paraburkholderia phenazinium"
"ncbi" "Sphingobium baderi LL03" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium baderi LL03"
"ncbi" "Methylosinus trichosporium OB3b" "Methylosinus" "Alphaproteobacteria" "Proteobacteria" "Methylosinus trichosporium OB3b"
"ncbi" "Paracoccus sp. 228" "Paracoccus" "Alphaproteobacteria" "Proteobacteria" "Paracoccus sp. 228"
"ncbi" "Blastomonas sp. RAC04" "Blastomonas" "Alphaproteobacteria" "Proteobacteria" "Blastomonas sp. RAC04"
"ncbi" "Variovorax sp. EL159" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. EL159"
"ncbi" "Caulobacter vibrioides" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter vibrioides"
"ncbi" "Bradyrhizobium erythrophlei" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium erythrophlei"
"ncbi" "Afipia sp. P52-10" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. P52-10"
"ncbi" "Lysobacter enzymogenes" "Lysobacter" "Gammaproteobacteria" "Proteobacteria" "Lysobacter enzymogenes"
"ncbi" "Bradyrhizobium sp." "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp."
"ncbi" "Bradyrhizobium sp. BR 10245" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. BR 10245"
"ncbi" "Oligotropha carboxidovorans OM5" "Oligotropha" "Alphaproteobacteria" "Proteobacteria" "Oligotropha carboxidovorans OM5"
"ncbi" "Stenotrophomonas sp. HMSC10F06" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas sp. HMSC10F06"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Paracoccus sp. SCN 68-21" "Paracoccus" "Alphaproteobacteria" "Proteobacteria" "Paracoccus sp. SCN 68-21"
"ncbi" "Azorhizobium caulinodans ORS 571" "Azorhizobium" "Alphaproteobacteria" "Proteobacteria" "Azorhizobium caulinodans ORS 571"
"ncbi" "Afipia sp. 1NLS2" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. 1NLS2"
"ncbi" "Sphingomonas sp. SCN 67-18" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. SCN 67-18"
"ncbi" "Variovorax sp. Root318D1" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. Root318D1"
"ncbi" "Comamonas testosteroni ATCC 11996" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas testosteroni ATCC 11996"
"ncbi" "Caulobacter sp. Root487D2Y" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root487D2Y"
"ncbi" "Variovorax paradoxus S110" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus S110"
"ncbi" "Betaproteobacteria bacterium SG8_40" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_40"
"ncbi" "Acidovorax sp. Root219" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax sp. Root219"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Burkholderia phytofirmans PsJN" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia phytofirmans PsJN"
"ncbi" "Bradyrhizobium diazoefficiens SEMIA 5080" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium diazoefficiens SEMIA 5080"
"ncbi" "Rhizobiales bacterium 62-47" NA "Alphaproteobacteria" "Proteobacteria" "Rhizobiales bacterium 62-47"
"ncbi" "Sphingomonas sp. WHSC-8" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. WHSC-8"
"ncbi" "Burkholderia multivorans" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia multivorans"
"ncbi" "Sphingomonas sp. Root241" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Root241"
"ncbi" "Acetobacteraceae bacterium AT-5844" NA "Alphaproteobacteria" "Proteobacteria" "Acetobacteraceae bacterium AT-5844"
"ncbi" "Porphyrobacter mercurialis" "Porphyrobacter" "Alphaproteobacteria" "Proteobacteria" "Porphyrobacter mercurialis"
"ncbi" "Variovorax sp. HW608" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. HW608"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Microvirga guangxiensis" "Microvirga" "Alphaproteobacteria" "Proteobacteria" "Microvirga guangxiensis"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Burkholderia sp. ST111" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. ST111"
"ncbi" "Herbaspirillum hiltneri N3" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum hiltneri N3"
"ncbi" "Azotobacter vinelandii DJ" "Azotobacter" "Gammaproteobacteria" "Proteobacteria" "Azotobacter vinelandii DJ"
"ncbi" "Bradyrhizobium diazoefficiens USDA 110" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium diazoefficiens USDA 110"
"ncbi" "Caulobacter sp. UNC279MFTsu5.1" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. UNC279MFTsu5.1"
"ncbi" "Mesorhizobium sp. WSM3873" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. WSM3873"
"ncbi" "Sinorhizobium sp. GL28" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium sp. GL28"
"ncbi" "Phenylobacterium sp. SCN 70-31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 70-31"
"ncbi" "Rhodospirillum centenum SW" "Rhodospirillum" "Alphaproteobacteria" "Proteobacteria" "Rhodospirillum centenum SW"
"ncbi" "Rhizobium miluonense" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium miluonense"
"ncbi" "Mesorhizobium plurifarium" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium plurifarium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Burkholderia sp. OLGA172" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. OLGA172"
"ncbi" "Skermanella stibiiresistens SB22" "Skermanella" "Alphaproteobacteria" "Proteobacteria" "Skermanella stibiiresistens SB22"
"ncbi" "Oceanibulbus indolifex HEL-45" "Oceanibulbus" "Alphaproteobacteria" "Proteobacteria" "Oceanibulbus indolifex HEL-45"
"ncbi" "Comamonas testosteroni KF-1" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas testosteroni KF-1"
"ncbi" "Pseudorhodoferax sp. Leaf265" "Pseudorhodoferax" "Betaproteobacteria" "Proteobacteria" "Pseudorhodoferax sp. Leaf265"
"ncbi" "Burkholderia fungorum" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia fungorum"
"ncbi" "Bradyrhizobium sp. Ghvi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Ghvi"
"ncbi" "Pseudoxanthomonas sp. CF385" "Pseudoxanthomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudoxanthomonas sp. CF385"
"ncbi" "Bradyrhizobium manausense" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium manausense"
"ncbi" "Comamonas thiooxydans" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas thiooxydans"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia"
"ncbi" "Rhodanobacter sp. SCN 68-63" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. SCN 68-63"
"ncbi" "Paracoccus yeei" "Paracoccus" "Alphaproteobacteria" "Proteobacteria" "Paracoccus yeei"
"ncbi" "Tepidicaulis marinus" "Tepidicaulis" "Alphaproteobacteria" "Proteobacteria" "Tepidicaulis marinus"
"ncbi" "Ralstonia pickettii 12D" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia pickettii 12D"
"ncbi" "Burkholderiales bacterium 67-32" NA "Betaproteobacteria" "Proteobacteria" "Burkholderiales bacterium 67-32"
"ncbi" "Variovorax sp. YR216" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. YR216"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12"
"ncbi" "Bosea sp. LC85" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. LC85"
"ncbi" "Achromobacter sp. KAs 3-5" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter sp. KAs 3-5"
"ncbi" "Achromobacter xylosoxidans" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter xylosoxidans"
"ncbi" "Afipia broomeae ATCC 49717" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia broomeae ATCC 49717"
"ncbi" "Sphingobium chinhatense IP26" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium chinhatense IP26"
"ncbi" "Burkholderia sp. CCGE1001" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. CCGE1001"
"ncbi" "Rhodopseudomonas palustris CGA009" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris CGA009"
"ncbi" "Burkholderia cepacia" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cepacia"
"ncbi" "Sinorhizobium americanum" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium americanum"
"ncbi" "Streptomyces purpurogeneiscleroticus" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces purpurogeneiscleroticus"
"ncbi" "Acidocella sp. MX-AZ02" "Acidocella" "Alphaproteobacteria" "Proteobacteria" "Acidocella sp. MX-AZ02"
"ncbi" "Phenylobacterium sp. SCN 69-14" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 69-14"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bradyrhizobium neotropicale" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium neotropicale"
"ncbi" "Afipia sp. 62-7" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. 62-7"
"ncbi" "Sphingobium sp. YBL2" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. YBL2"
"ncbi" "Sphingobium sp. C100" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. C100"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Gluconacetobacter diazotrophicus PAl 5" "Gluconacetobacter" "Alphaproteobacteria" "Proteobacteria" "Gluconacetobacter diazotrophicus PAl 5"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Geobacillus sp. JS12" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. JS12"
"ncbi" "Gracilibacillus boraciitolerans JCM 21714" "Gracilibacillus" "Bacilli" "Firmicutes" "Gracilibacillus boraciitolerans JCM 21714"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Geobacillus sp. Y4.1MC1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. Y4.1MC1"
"ncbi" "Bhargavaea cecembensis DSE10" "Bhargavaea" "Bacilli" "Firmicutes" "Bhargavaea cecembensis DSE10"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Flavihumibacter sp. ZG627" "Flavihumibacter" "Chitinophagia" "Bacteroidetes" "Flavihumibacter sp. ZG627"
"ncbi" "Rhodopseudomonas palustris CGA009" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris CGA009"
"ncbi" "Candidatus Solibacter usitatus Ellin6076" "Candidatus Solibacter" "Solibacteres" "Acidobacteria" "Candidatus Solibacter usitatus Ellin6076"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_68_5" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_68_5"
"ncbi" "Conexibacter woesei DSM 14684" "Conexibacter" "Thermoleophilia" "Actinobacteria" "Conexibacter woesei DSM 14684"
"ncbi" "Terriglobus roseus DSM 18391" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus DSM 18391"
"ncbi" "Singulisphaera acidiphila DSM 18658" "Singulisphaera" "Planctomycetia" "Planctomycetes" "Singulisphaera acidiphila DSM 18658"
"ncbi" "Actinobacteria bacterium 13_1_20CM_2_66_18" NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_2_66_18"
"ncbi" "Verrucomicrobia bacterium GWF2_62_7" NA NA "Verrucomicrobia" "Verrucomicrobia bacterium GWF2_62_7"
"ncbi" "Rubinisphaera brasiliensis DSM 5305" "Rubinisphaera" "Planctomycetia" "Planctomycetes" "Rubinisphaera brasiliensis DSM 5305"
"ncbi" "Acidobacteria bacterium 13_1_40CM_65_14" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_65_14"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chitinophaga jiangningensis" "Chitinophaga" "Chitinophagia" "Bacteroidetes" "Chitinophaga jiangningensis"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Flavihumibacter petaseus NBRC 106054" "Flavihumibacter" "Chitinophagia" "Bacteroidetes" "Flavihumibacter petaseus NBRC 106054"
"ncbi" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30" NA NA "Candidatus Aminicenantes" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Chitinophaga sp. YR573" "Chitinophaga" "Chitinophagia" "Bacteroidetes" "Chitinophaga sp. YR573"
"ncbi" "Candidatus Muproteobacteria bacterium RBG_16_60_9" NA "Candidatus Muproteobacteria" "Proteobacteria" "Candidatus Muproteobacteria bacterium RBG_16_60_9"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Intrasporangium calvum DSM 43043" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium calvum DSM 43043"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Bradyrhizobium oligotrophicum S58" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium oligotrophicum S58"
"ncbi" "Bradyrhizobium sp. LTSP885" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LTSP885"
"ncbi" "Bradyrhizobium retamae" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium retamae"
"ncbi" "Sorangium cellulosum" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Bradyrhizobium paxllaeri" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium paxllaeri"
"ncbi" "Terriglobus roseus DSM 18391" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus DSM 18391"
"ncbi" "Rhodovulum sp. PH10" "Rhodovulum" "Alphaproteobacteria" "Proteobacteria" "Rhodovulum sp. PH10"
"ncbi" "Rhodanobacter sp. Root179" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. Root179"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Candidatus Solibacter usitatus Ellin6076" "Candidatus Solibacter" "Solibacteres" "Acidobacteria" "Candidatus Solibacter usitatus Ellin6076"
"ncbi" "Legionella anisa" "Legionella" "Gammaproteobacteria" "Proteobacteria" "Legionella anisa"
"ncbi" "Burkholderia sp. BT03" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. BT03"
"ncbi" "Pseudomonas alcaligenes" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas alcaligenes"
"ncbi" "Methylibium petroleiphilum PM1" "Methylibium" "Betaproteobacteria" "Proteobacteria" "Methylibium petroleiphilum PM1"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Serratia marcescens" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia marcescens"
"ncbi" "Rhodocyclaceae bacterium PG1-Ca6" "Rugosibacter" "Betaproteobacteria" "Proteobacteria" "Rhodocyclaceae bacterium PG1-Ca6"
"ncbi" "Candidatus Accumulibacter sp. SK-01" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-01"
"ncbi" "Opitutaceae bacterium TAV5" NA "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TAV5"
"ncbi" "Betaproteobacteria bacterium SG8_39" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_39"
"ncbi" "Thioalkalivibrio sulfidophilus HL-EbGr7" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidophilus HL-EbGr7"
"ncbi" "Pseudomonas xanthomarina" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas xanthomarina"
"ncbi" "Caldilinea aerophila DSM 14535 = NBRC 104270" "Caldilinea" "Caldilineae" "Chloroflexi" "Caldilinea aerophila DSM 14535 = NBRC 104270"
"ncbi" "Geoalkalibacter subterraneus" "Geoalkalibacter" "Deltaproteobacteria" "Proteobacteria" "Geoalkalibacter subterraneus"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Clostridium sp. MLG856-1" "Clostridium" "Clostridia" "Firmicutes" "Clostridium sp. MLG856-1"
"ncbi" "Enterococcus faecium" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium"
"ncbi" "Actinoplanes teichomyceticus" "Actinoplanes" "Actinobacteria" "Actinobacteria" "Actinoplanes teichomyceticus"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Streptomyces toyocaensis" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces toyocaensis"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Paenibacillus popilliae" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus popilliae"
"ncbi" "Saccharothrix espanaensis DSM 44229" "Saccharothrix" "Actinobacteria" "Actinobacteria" "Saccharothrix espanaensis DSM 44229"
"ncbi" "Desulfosporosinus sp. OT" "Desulfosporosinus" "Clostridia" "Firmicutes" "Desulfosporosinus sp. OT"
"ncbi" "Desulfosporosinus sp. BG" "Desulfosporosinus" "Clostridia" "Firmicutes" "Desulfosporosinus sp. BG"
"ncbi" "Chloroflexi bacterium RBG_13_66_10" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_13_66_10"
"ncbi" "Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15"
