COGID	C01	C03	C04	C05	C06	C07	C10	C12	C14	C15	C16	C17	Func_name
COG0229	5587	7601	6747	7901	5986	5921	7448	5363	5123	4563	12840	6152	Peptide methionine sulfoxide reductase MsrB
COG0230	968	999	663	934	1019	750	1868	1007	791	826	2762	733	Ribosomal protein L34
COG0231	4704	6129	5444	5742	4624	4940	11221	5792	6638	5207	12418	5272	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
COG0232	5135	7224	7016	7417	5112	5228	8240	5985	5227	4409	11399	5615	dGTP triphosphohydrolase
COG0233	4770	5875	5715	5903	4631	4562	7799	4856	5221	4269	12323	5290	Ribosome recycling factor
COG0234	7286	9372	8777	8460	7335	7433	10785	7758	7708	6934	19311	8088	Co-chaperonin GroES (HSP10)
COG0235	10086	13437	12375	13193	10930	9718	24360	12739	10352	9212	31499	9448	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0236	16985	17684	19880	17778	15945	15556	24330	24726	16130	18100	49989	11539	Acyl carrier protein
COG0237	4555	5604	5243	5334	4473	4569	10256	5887	6370	4974	12211	4249	Dephospho-CoA kinase
COG0238	3344	4080	3711	3991	3402	3366	6418	4721	4314	3258	9705	3520	Ribosomal protein S18
COG0239	2987	3909	3151	3913	3051	3306	6359	4943	4345	3581	9948	2546	"Fluoride ion exporter CrcB/FEX, affects chromosome condensation"
COG0240	6097	7553	6457	6989	5673	5389	7333	4905	5012	4292	14669	6791	Glycerol-3-phosphate dehydrogenase
COG0241	3544	4018	3157	4305	3760	3302	7924	5206	5563	4105	8689	2798	Histidinol phosphatase or a related phosphatase
COG0242	6890	8121	7484	7765	6022	5984	11222	7648	7097	6457	16062	6948	Peptide deformylase
COG0243	23363	26499	30365	25603	20344	21193	23859	19817	19804	15228	55588	28450	Anaerobic selenocysteine-containing dehydrogenase
COG0244	4244	5660	5444	5412	4166	4262	10460	5127	6445	4455	11163	4391	Ribosomal protein L10
COG0245	3760	4767	4200	4428	3545	3621	7207	4317	4578	3835	10110	3946	"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
COG0246	1597	1656	1459	2055	1336	1165	1680	514	687	601	2210	1605	Mannitol-1-phosphate/altronate dehydrogenases
COG0247	19046	20462	21639	20570	17174	17306	38408	18992	20555	16479	43842	17718	Fe-S oxidoreductase
COG0248	8586	11684	10850	11342	8662	8644	14299	7101	6913	6387	18151	11029	Exopolyphosphatase/pppGpp-phosphohydrolase
COG0249	14095	16711	17351	17789	12790	14955	18792	12901	11567	11113	25544	14373	DNA mismatch repair ATPase MutS
COG0250	8761	11137	11413	11544	8166	8813	13865	10083	10835	9112	21027	8564	Transcription antitermination factor NusG
COG0251	20011	24294	23802	21950	20911	18248	29559	22763	20588	16720	48101	18442	"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family"
COG0252	1518	2309	1836	1770	2404	1806	4458	1699	2559	1533	5056	4086	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
COG0253	4255	5976	5437	5505	4551	4693	9057	4401	4467	3765	12712	5231	Diaminopimelate epimerase
COG0254	3430	4242	3755	4045	3209	3232	6241	4493	4218	3397	9704	3492	Ribosomal protein L31
COG0255	2982	3714	3280	3359	2981	2752	8448	4395	5014	3504	8945	2768	Ribosomal protein L29
COG0256	3859	4975	4784	5122	4033	3949	9162	4896	5772	4080	10564	4842	Ribosomal protein L18
COG0257	1618	1977	1839	2016	2109	1517	4089	2321	2053	2408	4537	1427	Ribosomal protein L36
COG0258	9030	11323	10827	10764	8190	8403	14621	8297	9064	6595	21825	10974	5'-3' exonuclease
COG0259	3305	3456	2954	3266	2854	2762	5334	2286	2667	1911	8591	3539	Pyridoxine/pyridoxamine 5'-phosphate oxidase
COG0260	8095	10586	9973	10953	8174	8447	11297	8963	6769	6456	16637	9002	Leucyl aminopeptidase
COG0261	3858	4734	4226	4457	3715	3726	7574	4747	4676	3741	10218	3880	Ribosomal protein L21
COG0262	14754	13297	12197	11988	9700	9728	5472	4986	7242	5020	25068	13027	Dihydrofolate reductase
COG0263	4015	5209	4632	5309	4100	3898	4745	2946	2747	2733	9431	4065	Glutamate 5-kinase
COG0264	5415	7429	7143	6937	5448	5914	9725	5607	5837	4411	13737	7189	Translation elongation factor EF-Ts
COG0265	38358	48987	48069	46746	41547	38497	57088	46345	38958	34771	100004	40550	"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain"
COG0266	10398	12645	11159	11213	8584	9169	16642	8337	10217	7664	26814	12345	Formamidopyrimidine-DNA glycosylase
COG0267	3010	3436	3159	3194	2827	2756	4787	3839	3201	2784	8575	2786	Ribosomal protein L33
COG0268	2740	3433	2837	3200	2775	2681	5582	3679	3921	3192	8677	2459	Ribosomal protein S20
COG0269	299	427	267	663	548	402	1675	1249	708	247	750	368	3-keto-L-gulonate-6-phosphate decarboxylase
COG0270	6383	4403	3613	4659	3484	3878	6512	3405	4785	3752	10361	1573	Site-specific DNA-cytosine methylase
COG0271	1212	2127	1531	1876	2122	1582	2982	2108	1108	1834	3906	1129	Stress-induced morphogen (activity unknown)
COG0272	12936	15318	16550	15865	11203	12570	16488	10539	9543	9041	27011	15674	NAD-dependent DNA ligase
COG0274	4143	4371	4677	4240	2960	3486	5580	3872	4073	2719	8159	4552	Deoxyribose-phosphate aldolase
COG0275	6400	8434	7589	7681	5780	6256	9627	5931	5857	5008	15985	8091	16S rRNA C1402 N4-methylase RsmH
COG0276	6208	7259	7727	7914	5407	5783	11810	7251	6801	4813	13066	6076	Protoheme ferro-lyase (ferrochelatase)
COG0277	36048	40924	38522	38882	31390	30568	70917	32300	39651	27186	78591	37509	FAD/FMN-containing dehydrogenase
COG0278	1308	2412	1552	1916	1862	1597	3018	1448	1411	1730	4448	1998	Glutaredoxin-related protein
COG0279	5273	6330	5477	6418	5043	5151	10476	6229	7869	5270	13429	3808	Phosphoheptose isomerase
COG0280	3714	5456	5356	5605	4488	4743	5409	4853	3176	3401	8306	5785	Phosphotransacetylase
COG0281	8381	10877	10918	10466	7997	8477	12389	6008	6668	5665	14804	10235	Malic enzyme
COG0282	5435	7551	8084	7460	5619	5938	10832	6486	5489	4085	13148	6811	Acetate kinase
COG0283	4925	5707	5482	5769	4287	4658	9431	5009	4975	3964	12168	4895	Cytidylate kinase
COG0284	4219	5666	4914	5403	4251	4190	10557	6200	6238	4662	11674	4172	Orotidine-5'-phosphate decarboxylase
COG0285	7159	8957	8534	8792	6460	7110	13033	6706	6761	6086	16213	7654	Folylpolyglutamate synthase/Dihydropteroate synthase
COG0286	8702	6422	7010	7152	5362	6375	12371	10114	9658	8394	18776	3774	"Type I restriction-modification system, DNA methylase subunit"
COG0287	5268	6277	6229	6203	4850	4886	10514	5927	6927	5154	11862	5053	Prephenate dehydrogenase
COG0288	5762	7348	5690	7067	4678	5081	7471	4737	4840	4452	12082	6425	Carbonic anhydrase
COG0289	4496	6004	5285	5746	4393	4708	8910	4993	5340	4272	12636	5372	Dihydrodipicolinate reductase
COG0290	4892	6178	5762	5560	4574	4669	8063	4859	5398	4291	11531	5597	Translation initiation factor IF-3
COG0291	2835	3380	3159	3229	2911	2512	5089	3503	3209	2829	7509	2333	Ribosomal protein L35
COG0292	4111	5343	4883	4851	3715	3925	8059	4780	4777	4097	10406	4550	Ribosomal protein L20
COG0293	1633	2179	1855	2062	2011	1700	6268	2149	2652	2770	3655	1200	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ
COG0294	6146	7837	7425	7863	5856	5981	15991	6406	8005	5905	15810	6990	Dihydropteroate synthase
COG0295	3189	3143	2993	2953	2337	2621	5437	3081	3387	2482	6954	2463	Cytidine deaminase
COG0296	16152	21704	20593	20334	15962	16924	21722	12305	15217	10539	38749	18664	"1,4-alpha-glucan branching enzyme"
COG0297	7395	8159	8936	8675	6454	6901	8292	7030	6311	5290	13975	7279	Glycogen synthase
COG0298	1670	1879	1559	1530	1411	1339	5713	2309	3080	1787	4360	747	Hydrogenase maturation factor
COG0299	4462	5451	5038	5034	4193	4321	9183	6967	5906	4285	12382	4187	Folate-dependent phosphoribosylglycinamide formyltransferase PurN
COG0300	40335	48366	44700	45260	34121	32690	48640	25342	29891	24704	81641	36410	Short-chain dehydrogenase
COG0301	1263	1634	1406	1619	1161	889	3628	906	1767	1246	2623	1670	"Adenylyl- and sulfurtransferase ThiI, participates in tRNA 4-thiouridine and thiamine biosynthesis"
COG0302	5484	5793	6719	5832	4519	4764	8140	5891	5442	4772	12873	5250	GTP cyclohydrolase I
COG0303	8562	12495	11220	11647	9693	8961	22470	10096	10011	8017	22535	10040	Molybdopterin biosynthesis enzyme
COG0304	20150	24088	24436	23022	17653	19715	25539	16358	18642	15325	45522	25965	3-oxoacyl-(acyl-carrier-protein) synthase
COG0305	12462	12980	12780	12436	9144	10628	16953	9425	9962	10099	24523	12185	Replicative DNA helicase
COG0306	5428	8992	6029	7028	6386	5814	8345	4906	6521	4913	15074	7933	Phosphate/sulfate permease
COG0307	4231	5150	4849	4719	3750	3836	7252	4833	4279	4119	10819	4512	Riboflavin synthase alpha chain
COG0308	15174	17656	16783	19150	13821	14169	18415	14213	11942	11311	30904	16148	Aminopeptidase N
COG0309	2789	3640	3635	3153	2611	2541	6391	3955	4575	2396	6668	2079	Hydrogenase maturation factor
COG0310	364	619	510	506	579	495	740	761	677	471	1277	325	"ABC-type Co2+ transport system, permease component"
COG0311	3124	3157	3245	3169	2165	2389	7786	4462	4490	3371	6137	2467	Glutamine amidotransferase PdxT (pyridoxal biosynthesis)
COG0312	15427	19390	21000	22408	14297	16309	24869	16424	15660	12409	29634	15124	Predicted Zn-dependent protease or its inactivated homolog
COG0313	5328	6333	5903	6323	4756	5009	9665	5767	5313	4180	12701	5163	16S rRNA C1402 (ribose-2'-O) methylase RsmI
COG0314	3646	4330	3948	4114	3500	3268	9476	4586	5366	3674	9972	3670	Molybdopterin synthase catalytic subunit
COG0315	3913	5152	4761	4960	3927	3798	10888	5266	5974	4357	10843	4732	Molybdenum cofactor biosynthesis enzyme
COG0316	6170	7915	6870	7750	6296	5828	13059	8532	8464	7169	17226	6445	Fe-S cluster assembly iron-binding protein IscA
COG0317	16362	20616	20785	20070	13890	15299	22469	14674	14326	12806	32319	18961	"(p)ppGpp synthase/hydrolase, HD superfamily"
COG0318	85435	95533	96181	95626	68921	71559	92012	51023	58172	53491	161366	82163	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II
COG0319	3516	4259	3625	4008	3357	3421	7417	4759	4533	3449	9788	3188	"ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme"
COG0320	6330	8549	8401	8565	6167	6579	14108	7065	7683	5628	14477	8189	Lipoate synthase
COG0321	4010	5623	5175	5502	4081	4027	9901	4672	5686	4049	10727	4434	Lipoate-protein ligase B
COG0322	13279	17050	17773	16915	11461	12933	20186	11531	13523	10613	28540	16049	"Excinuclease UvrABC, nuclease subunit"
COG0323	9094	10956	11733	11901	8930	9345	12101	7739	7720	6567	17381	8813	DNA mismatch repair ATPase MutL
COG0324	5918	7282	6493	6730	5137	5677	9099	7449	6413	4778	13491	5971	tRNA A37 N6-isopentenylltransferase MiaA
COG0325	4613	5786	5308	5840	4374	4683	6724	4900	4860	4181	12253	4986	"Uncharacterized pyridoxal phosphate-containing protein, affects Ilv metabolism, UPF0001 family"
COG0326	5031	5762	4982	5878	4899	4265	4556	4021	3194	2839	8156	3717	"Molecular chaperone, HSP90 family"
COG0327	1371	1236	894	1083	1518	1242	1029	1053	1407	1039	4159	1735	"Putative GTP cyclohydrolase 1 type 2, NIF3 family"
COG0328	6590	6201	6155	5867	6189	4731	9511	6175	6251	4487	13221	4240	Ribonuclease HI
COG0329	17083	20792	18862	19697	16033	16017	35571	19525	20077	14554	40486	15980	Dihydrodipicolinate synthase/N-acetylneuraminate lyase
COG0330	17026	20560	19719	20304	14907	15255	18349	13111	12570	11905	31918	15781	"Regulator of protease activity HflC, stomatin/prohibitin superfamily"
COG0331	7589	8532	8204	8132	6597	6675	9460	6457	6467	4978	16076	7690	Malonyl CoA-acyl carrier protein transacylase
COG0332	11402	13361	12983	13322	9983	10376	14674	7549	9415	7748	24319	12159	3-oxoacyl-[acyl-carrier-protein] synthase III
COG0333	2186	2821	2250	2525	2305	2199	4269	2973	2988	2386	7674	2092	Ribosomal protein L32
COG0334	11141	12301	14760	11766	7932	9497	16927	10852	13079	8441	23774	13799	Glutamate dehydrogenase/leucine dehydrogenase
COG0335	3927	5183	4724	4787	3895	4153	7409	5300	4708	3873	10885	4407	Ribosomal protein L19
COG0336	5455	6594	6370	6596	4871	5397	7562	4980	5303	4288	12429	5789	tRNA G37 N-methylase TrmD
COG0337	6174	8015	7460	7570	5610	6280	9330	5993	6673	5014	14709	6867	3-dehydroquinate synthetase
COG0338	2829	1648	1683	1680	2007	1691	5298	2800	3747	4852	5509	1227	Site-specific DNA-adenine methylase
COG0339	5836	8703	8058	10048	6598	6959	5038	3914	2931	3156	11418	7846	Zn-dependent oligopeptidase
COG0340	4479	4981	4753	5209	4327	4185	10280	5882	6326	4509	11428	3852	Biotin-(acetyl-CoA carboxylase) ligase
COG0341	6497	8235	7903	7837	5840	6437	10367	6080	6750	5311	14496	7111	Preprotein translocase subunit SecF
COG0342	8383	10964	10262	10768	7505	8895	12509	7505	8405	6619	18910	10028	Preprotein translocase subunit SecD
COG0343	6645	8877	8514	8603	6813	6997	11687	7168	8337	6439	15746	8521	Queuine/archaeosine tRNA-ribosyltransferase
COG0344	3630	4597	4429	4358	4081	3916	6298	5141	4441	3930	9952	3632	"Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase"
COG0345	4562	5734	5521	5724	4463	4632	9096	4637	4530	3669	11442	4575	Pyrroline-5-carboxylate reductase
COG0346	26780	36192	29520	30734	31767	24166	53303	30343	32322	23658	81944	22713	"Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme"
COG0347	4961	7760	6088	6977	6395	5421	6645	6873	5921	6082	18219	6870	Nitrogen regulatory protein PII
COG0348	1985	2084	2171	2503	2544	2179	1883	3222	1325	2031	5668	1936	Polyferredoxin
COG0349	3728	4677	3763	4461	4275	3613	6481	3325	2950	3458	8013	3342	Ribonuclease D
COG0350	7139	7954	7216	7640	6884	6501	11835	8407	7113	5837	18329	6291	O6-methylguanine-DNA--protein-cysteine methyltransferase
COG0351	4116	5291	5583	5108	3688	4195	7831	5129	4975	3882	11390	4374	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
COG0352	5836	7289	7192	7120	5508	5793	12046	8922	8210	6018	16093	4572	Thiamine monophosphate synthase
COG0353	5028	6174	5774	5842	4425	4788	8374	5607	5851	4112	12772	5335	Recombinational DNA repair protein RecR
COG0354	2602	3911	3144	3618	2824	2640	5174	2890	2421	1961	7530	3506	"Folate-binding Fe-S cluster repair protein YgfZ, possible role in tRNA modification"
COG0355	3766	4752	4252	4306	3807	3772	7039	4385	4529	3648	10657	3898	"FoF1-type ATP synthase, epsilon subunit"
COG0356	5284	6633	6155	6257	5197	5250	9933	5682	5372	4482	12073	5787	"FoF1-type ATP synthase, membrane subunit a"
COG0357	3748	4298	4103	4124	3669	3410	6870	4482	4227	3572	9300	2706	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)
COG0358	11152	11096	12042	11754	9137	9272	17321	9491	11425	9993	22947	9167	DNA primase (bacterial type)
COG0359	4248	5388	4869	4907	3854	4008	7347	5154	5189	4051	11279	4537	Ribosomal protein L9
COG0360	3583	4442	3991	4126	3445	3627	6419	4652	4383	3413	10348	3507	Ribosomal protein S6
COG0361	4355	5652	5170	5132	4096	4230	10431	5162	5487	4365	12782	4752	Translation initiation factor IF-1
COG0362	3263	3093	3170	3083	2503	2473	5221	2263	2913	1870	4952	3266	6-phosphogluconate dehydrogenase
COG0363	6579	7601	7283	7049	5882	6138	10396	7123	6377	4987	14436	6207	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase
COG0364	17570	22290	23483	23339	14340	16149	18705	11636	11371	9661	26955	18713	Glucose-6-phosphate 1-dehydrogenase
COG0365	32361	36233	39971	36014	25909	28646	73273	21816	25853	20667	59770	41498	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase
COG0366	18943	20408	18995	18499	14098	15323	26243	16444	17728	13415	39030	18616	Glycosidase
COG0367	21219	27071	28520	26068	19461	20822	32631	25910	24364	20517	55378	28868	Asparagine synthetase B (glutamine-hydrolyzing)
COG0368	1777	1632	1405	1637	1637	1293	3467	1987	1351	1776	4819	882	Cobalamin synthase
COG0369	2355	2771	2246	2787	2813	2516	6377	1574	1456	1729	5322	2452	"Sulfite reductase, alpha subunit (flavoprotein)"
COG0370	2743	4446	3440	4060	3630	3568	3135	2868	2606	1756	6307	4109	Fe2+ transport system protein B
COG0371	914	735	642	779	708	495	4544	961	2089	965	1797	626	"Glycerol dehydrogenase or related enzyme, iron-containing ADH family"
COG0372	14338	18795	17928	17270	13421	13512	23733	10529	14407	9954	29729	19862	Citrate synthase
COG0373	6872	8051	8259	7866	5194	6046	13288	6970	8047	5489	15612	7664	Glutamyl-tRNA reductase
COG0374	3346	5019	4101	4762	2777	3195	3549	2874	2448	1787	5359	2726	"Ni,Fe-hydrogenase I large subunit"
COG0375	1380	1869	1582	1449	1754	1276	3947	2614	2235	1399	4613	722	Zn finger protein HypA/HybF (possibly regulating hydrogenase expression)
COG0376	7738	12768	11211	13728	8800	8508	6905	4372	4331	3960	11556	9408	Catalase (peroxidase I)
COG0377	6653	7975	8057	8110	6189	6335	10618	7831	8205	6391	17592	8816	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase
COG0378	3238	4857	4335	4339	3291	3130	3419	2850	2347	1905	6238	3073	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase
COG0379	4708	6237	6470	6166	5013	5011	6391	3627	5168	3872	10895	6913	Quinolinate synthase
COG0380	7839	8730	9654	9498	5859	6091	10315	6126	6512	5455	14743	7310	Trehalose-6-phosphate synthase
COG0381	5540	7675	7626	6909	5424	6809	9926	7889	7994	5441	16382	7172	UDP-N-acetylglucosamine 2-epimerase
COG0382	5551	6650	5837	6794	5900	5549	13415	7177	9242	6433	16147	6169	4-hydroxybenzoate polyprenyltransferase
COG0383	5861	5864	6621	7089	4088	4892	17272	9419	10064	5387	11889	3461	Alpha-mannosidase
COG0384	6132	7568	8493	7959	5720	5616	4678	5461	3923	3118	13046	6816	"Predicted epimerase YddE/YHI9, PhzF superfamily"
COG0385	1117	1004	1100	938	1040	871	1471	1032	466	823	1729	1296	Predicted Na+-dependent transporter
COG0386	3243	4548	3632	4909	4165	3134	2667	1731	1190	1626	5887	3439	"Glutathione peroxidase, house-cleaning role in reducing lipid peroxides"
COG0387	2936	2925	2189	1756	2836	1619	2835	2256	3690	2842	8264	6990	Ca2+/H+ antiporter
COG0388	19317	22251	20852	22168	17454	17485	33860	19343	20146	15712	42369	21129	Predicted amidohydrolase
COG0389	12818	13604	13988	13424	10522	10364	20004	10410	13027	8164	27477	13602	Nucleotidyltransferase/DNA polymerase involved in DNA repair
COG0390	433	451	550	452	359	514	441	956	368	368	1341	288	"ABC-type iron transport system FetAB, permease component"
COG0391	6476	6482	7666	6424	4356	5166	12424	6472	8170	5067	14083	4957	"Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family"
COG0392	6127	7648	4359	5318	5296	4551	13827	7694	12045	7020	23684	4602	"Uncharacterized membrane protein YbhN, UPF0104 family"
COG0393	5424	6064	4506	4893	3987	3658	10242	4035	4980	3339	9116	2310	"Uncharacterized conserved protein YbjQ, UPF0145 family"
COG0394	6891	7639	7083	7429	6305	5762	10193	7118	6661	6631	16785	6043	Protein-tyrosine-phosphatase
COG0395	27709	17997	17811	14798	16960	14139	35635	18898	26204	15219	45270	22336	"ABC-type glycerol-3-phosphate transport system, permease component"
COG0396	4721	6024	6060	5598	4544	5168	12441	4550	6860	4358	11715	6638	Fe-S cluster assembly ATPase SufC
COG0397	1505	2025	1687	2063	1275	1455	1121	457	804	425	2383	2256	"Uncharacterized conserved protein YdiU, UPF0061 family"
COG0398	1199	1430	1484	1157	1576	1076	3930	2742	1723	2228	6266	1543	"Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain"
COG0399	22147	28440	28585	26084	20396	22843	31020	23920	26230	21046	61739	28109	"dTDP-4-amino-4,6-dideoxygalactose transaminase"
COG0400	3532	4717	3838	4040	4025	3570	4586	3559	3267	3249	10739	4879	Predicted esterase
COG0401	109	104	26	17	72	32	63	87	93	71	376	50	"Uncharacterized membrane protein YqaE, homolog of Blt101, UPF0057 family"
COG0402	14691	17708	13940	15024	13507	11729	23982	12779	16255	11367	34902	18802	Cytosine/adenosine deaminase or related metal-dependent hydrolase
COG0403	7876	9728	9703	9265	6917	7617	13757	6926	8099	6298	16414	10104	"Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain"
COG0404	17818	24159	21300	23591	15864	15612	22305	12505	13004	10758	36836	22502	Glycine cleavage system T protein (aminomethyltransferase)
COG0405	19935	26002	26334	24848	20049	21222	27072	18138	18512	15773	44065	27272	Gamma-glutamyltranspeptidase
